Dataset,Path,Country,Country ISO Code,Topic,Subtopic,Indicator,Description,Source,Uri,Year,Month,Unit,Date,Value
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,1997,1,Mton CO2,1997-01-01,5680.48458
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,1998,1,Mton CO2,1998-01-01,5694.60429
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,1999,1,Mton CO2,1999-01-01,5713.86843
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2000,1,Mton CO2,2000-01-01,5917.35507
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2001,1,Mton CO2,2001-01-01,5860.05496
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2002,1,Mton CO2,2002-01-01,5780.61187
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2003,1,Mton CO2,2003-01-01,5856.48003
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2004,1,Mton CO2,2004-01-01,5939.36096
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2005,1,Mton CO2,2005-01-01,5948.47247
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2006,1,Mton CO2,2006-01-01,5843.16117
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2007,1,Mton CO2,2007-01-01,5931.98924
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2008,1,Mton CO2,2008-01-01,5742.92717
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2009,1,Mton CO2,2009-01-01,5325.07672
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2010,1,Mton CO2,2010-01-01,5567.63989
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2011,1,Mton CO2,2011-01-01,5438.91893
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2012,1,Mton CO2,2012-01-01,5263.64097
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2013,1,Mton CO2,2013-01-01,5337.03177
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2014,1,Mton CO2,2014-01-01,5412.96182
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2015,1,Mton CO2,2015-01-01,5248.96259
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2016,1,Mton CO2,2016-01-01,5152.58472
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2017,1,Mton CO2,2017-01-01,5082.89065
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2018,1,Mton CO2,2018-01-01,5243.7441
EDGARED2019,location=US;indicator=KN.F1;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions,2019,1,Mton CO2,2019-01-01,5107.26108
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1970,1,ton CO2/cap,1970-01-01,22.35543
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1971,1,ton CO2/cap,1971-01-01,21.52069
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1972,1,ton CO2/cap,1972-01-01,22.49608
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1973,1,ton CO2/cap,1973-01-01,23.16752
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1974,1,ton CO2/cap,1974-01-01,22.20176
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1975,1,ton CO2/cap,1975-01-01,21.02574
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1976,1,ton CO2/cap,1976-01-01,22.16443
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1977,1,ton CO2/cap,1977-01-01,22.69256
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1978,1,ton CO2/cap,1978-01-01,22.45392
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1979,1,ton CO2/cap,1979-01-01,22.41041
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1980,1,ton CO2/cap,1980-01-01,21.21417
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1981,1,ton CO2/cap,1981-01-01,20.71957
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1982,1,ton CO2/cap,1982-01-01,19.47609
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1983,1,ton CO2/cap,1983-01-01,19.20731
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1984,1,ton CO2/cap,1984-01-01,19.90728
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1985,1,ton CO2/cap,1985-01-01,19.82942
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1986,1,ton CO2/cap,1986-01-01,19.4764
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1987,1,ton CO2/cap,1987-01-01,19.93498
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1988,1,ton CO2/cap,1988-01-01,20.64786
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1989,1,ton CO2/cap,1989-01-01,20.68132
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1990,1,ton CO2/cap,1990-01-01,20.05724
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1991,1,ton CO2/cap,1991-01-01,19.70188
EDGARED2019,location=US;indicator=KN.F2;type=All;Frequency=A,United States of America,US,Environment,,CO2 emissions per capita,"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.",EDGAR,https://knoema.com/atlas/United-States-of-America/CO2-emissions-per-capita,1992,1,ton CO2/cap,1992-01-01,19.8282
